Soil_pH,Nitrogen,Phosphorus,Potassium,Moisture_Content_%,Temperature_C,Historical_Yield_kg_ha,Crop_Yield_kg_ha
8.24,16.6,29.4,55.1,40.8,14.9,6976.4,5848.8
5.5,67.9,77.1,76.7,9.7,10.2,6145.7,4158.2
4.98,25.7,43.4,64.9,33.1,11.3,1383.0,1025.5
6.84,85.6,5.6,27.0,41.3,17.3,6719.7,6478.7
8.38,92.3,33.5,79.4,34.7,13.4,4676.0,3329.8
6.01,46.1,5.6,17.0,36.3,26.0,5805.3,5329.6
4.75,84.1,22.8,45.9,28.7,35.7,3443.2,2812.4
5.86,32.5,39.1,29.1,30.2,32.1,2918.0,2582.1
6.52,22.6,29.3,53.0,8.0,16.5,3779.5,3373.1
5.15,38.4,7.5,34.0,16.3,22.0,1881.2,1583.9
7.13,40.8,13.7,67.8,37.5,25.2,3142.4,3482.5
8.49,45.8,46.3,85.0,47.5,34.3,6145.7,4625.8
6.31,43.6,57.2,66.7,29.4,35.2,1227.7,1121.0
5.92,47.0,35.3,38.4,37.7,37.3,1905.3,1599.3
6.1,73.9,59.9,58.0,35.8,25.3,1750.7,1897.0
4.96,32.1,17.2,81.1,50.0,30.8,3418.5,3152.0
8.03,11.7,14.2,31.6,40.8,13.4,6981.9,5094.7
6.16,54.1,68.0,19.5,33.2,27.0,2040.1,1945.8
6.05,50.3,30.4,20.5,10.2,17.5,1872.9,1563.1
7.14,15.4,37.4,49.6,21.3,23.0,6490.3,6450.3
6.27,22.0,76.1,68.6,16.3,29.0,6292.3,6593.3
7.09,55.9,36.8,62.6,43.4,17.7,1193.4,1158.1
4.75,31.1,5.3,46.3,25.1,11.6,5510.2,3770.4
7.75,89.0,75.3,68.3,29.1,10.3,4932.8,3756.3
8.26,25.6,6.1,60.7,48.4,10.7,5606.4,3665.1
7.1,11.8,54.7,60.3,42.7,10.3,3967.0,2909.8
8.32,50.3,29.2,26.2,40.5,13.3,6948.3,5135.6
5.11,98.8,40.3,35.0,11.4,17.2,1263.1,1134.4
6.41,67.0,46.0,37.6,6.0,16.6,2406.2,1990.0
6.91,41.9,35.6,74.7,10.6,39.6,3379.3,2214.7
6.83,11.5,63.1,72.0,38.3,19.2,3698.7,3193.7
6.11,53.6,74.8,30.2,23.5,13.8,6528.2,5475.3
5.85,28.6,11.5,14.4,10.3,26.4,4360.0,3921.0
5.01,68.3,65.0,71.4,38.3,35.7,1270.7,1099.1
6.07,62.5,14.7,42.8,13.8,30.3,3447.2,3086.7
5.15,33.9,11.0,27.6,31.5,18.9,3498.9,2899.6
7.44,16.2,76.7,19.4,38.4,26.8,6792.9,7060.3
5.34,78.0,41.7,11.0,32.4,31.4,4595.2,3970.2
4.73,62.7,16.4,44.2,49.7,31.8,4813.9,4379.9
6.71,85.8,47.7,37.2,24.5,30.0,5279.5,5228.6
6.88,33.4,24.7,65.7,19.0,36.1,5620.2,4656.5
7.99,68.8,39.8,88.1,14.1,36.1,4810.3,3907.6
6.81,20.7,51.8,26.5,27.7,27.4,2423.2,2548.2
5.88,36.3,70.2,29.4,43.4,22.9,6244.3,6551.6
7.71,69.1,5.2,37.0,47.6,29.2,5392.7,5542.9
6.66,84.3,21.1,47.3,48.7,34.5,5451.2,4400.8
4.82,38.9,12.2,65.8,28.9,10.2,6979.3,5169.0
6.76,81.9,12.3,38.2,32.2,39.8,5815.2,4017.9
8.13,71.0,75.9,18.3,31.2,15.5,5974.9,4518.5
6.09,41.4,75.2,68.4,26.0,24.1,6708.4,7372.8
5.69,88.9,61.2,73.6,11.9,36.2,1906.8,1471.0
5.07,55.8,53.2,29.8,7.9,16.8,3986.4,3112.0
5.11,68.3,68.6,20.9,24.6,24.3,4483.4,4160.9
6.23,54.6,9.4,52.2,13.4,14.0,2975.7,2217.7
6.88,50.7,14.0,26.7,44.9,21.9,6036.4,5535.6
4.82,86.3,28.8,39.9,39.3,15.3,5574.5,4222.7
8.26,36.5,67.4,72.2,32.8,20.9,5325.3,4905.6
7.52,13.3,40.4,27.6,7.1,21.2,6982.9,6380.0
6.85,89.2,42.8,74.5,33.0,39.8,2556.3,2031.6
7.81,84.3,22.2,63.9,32.9,39.8,5412.7,3760.0
4.82,43.0,53.6,27.6,24.8,13.4,4308.4,3455.6
6.41,26.7,71.6,52.1,34.6,31.8,2877.9,2583.7
7.02,70.8,29.7,59.1,43.6,11.6,1963.5,1423.9
7.81,17.1,51.4,26.0,39.1,10.9,6375.3,4988.8
7.63,48.1,29.9,21.6,26.3,13.2,4572.7,3476.6
5.61,17.7,64.5,52.5,16.8,39.0,5949.6,4650.1
8.26,63.8,40.6,65.5,26.5,38.2,4272.1,3004.1
5.0,12.4,30.5,47.2,47.6,15.8,2319.9,2001.2
8.0,66.6,36.5,15.6,41.9,14.9,3025.3,2234.1
8.38,70.6,11.8,84.0,6.2,17.2,3289.2,2764.2
5.21,53.8,70.0,65.6,40.2,25.5,6837.6,6543.1
7.39,25.8,76.9,59.7,12.7,27.1,1033.8,898.2
4.66,19.1,40.8,61.5,30.7,16.6,6914.0,5104.3
6.12,38.2,21.6,41.9,41.3,32.7,6882.8,6228.1
6.57,51.9,54.8,88.8,30.3,19.3,6976.9,6417.7
6.82,67.8,38.9,20.6,23.2,37.7,3859.5,3246.3
8.24,10.1,23.9,69.1,19.5,29.7,6782.9,6206.6
7.19,74.0,7.9,43.7,18.7,23.1,3373.6,3453.7
6.43,74.1,71.7,80.5,42.7,33.7,1157.8,1137.8
7.74,50.0,64.8,67.4,42.1,34.5,2346.1,2128.6
8.3,40.9,67.2,55.0,42.1,18.7,6671.8,6268.9
4.59,85.8,38.0,85.0,17.7,20.2,1082.6,1023.2
8.43,80.6,61.5,83.0,41.0,38.1,4276.0,3471.3
4.84,98.5,48.6,14.2,6.6,14.9,1453.6,1046.8
7.76,43.5,33.1,25.4,14.3,11.3,2718.4,1784.3
5.62,91.6,68.2,64.1,28.2,23.6,1528.6,1595.9
5.03,17.9,79.9,83.7,23.3,34.0,6157.2,4617.4
6.26,47.0,72.4,44.4,10.0,33.2,4546.4,3656.8
7.08,51.9,63.2,13.1,6.9,37.6,6412.6,4987.5
6.02,49.7,61.1,61.5,32.5,26.0,5130.1,5477.2
4.72,66.3,53.8,25.6,19.1,13.0,6826.2,5096.0
6.9,25.3,69.0,54.2,5.7,27.7,4059.3,4182.4
8.11,88.0,42.0,40.8,24.4,33.4,4832.3,4073.8
6.03,59.7,18.6,54.6,18.8,12.8,4457.9,3381.1
5.37,91.4,62.6,84.6,30.9,15.2,3905.6,3124.5
6.27,10.2,74.0,48.9,46.8,10.4,6075.8,4527.8
4.69,66.7,30.6,12.8,18.9,27.8,4867.2,4130.6
7.78,47.1,63.7,56.5,49.9,36.6,5807.9,4237.0
7.81,55.5,25.5,36.1,8.9,30.1,5718.2,4642.7
6.85,76.9,75.7,72.3,9.0,39.5,2146.3,1679.6
5.91,30.4,56.3,47.6,37.1,11.9,4901.0,3965.9
7.7,28.4,47.7,69.3,38.7,37.1,2197.9,1744.9
6.72,73.3,63.5,82.7,24.0,34.4,4499.9,4223.6
7.8,56.9,66.0,39.0,17.9,19.4,5064.6,4205.2
7.03,31.0,71.9,89.2,40.7,39.2,6983.4,5477.5
7.64,53.6,72.6,22.0,48.0,18.6,1183.3,977.2
6.89,51.4,9.0,61.5,49.5,36.7,1547.5,1381.3
6.16,72.2,14.2,12.8,33.6,36.4,1462.2,1165.2
8.33,10.2,67.0,27.0,38.3,32.7,3390.2,2614.8
6.66,62.8,76.0,60.7,42.0,26.9,5929.5,5971.9
6.92,64.5,28.1,13.7,40.9,13.6,6064.3,5288.4
5.38,77.1,5.6,18.1,49.7,26.0,5421.9,5062.7
7.0,90.0,29.2,33.3,41.5,20.7,6381.3,6762.8
6.79,49.6,33.7,56.1,34.8,33.8,2937.2,2504.8
5.24,40.8,62.1,11.3,21.9,32.7,1528.9,1200.0
4.74,19.2,8.6,48.6,31.9,37.3,1348.9,941.1
6.92,40.3,20.9,60.1,44.6,10.4,6112.8,4541.0
7.55,16.2,72.0,42.2,18.7,34.3,5382.6,4362.2
6.59,82.3,16.6,15.4,6.4,38.2,5191.7,3908.1
5.41,82.6,61.9,58.9,19.7,33.7,3038.1,2505.6
7.17,47.6,32.1,58.5,48.2,13.9,3279.4,2695.8
4.82,33.4,54.7,50.5,40.7,12.4,6748.7,4821.6
6.27,20.6,10.5,65.5,13.4,10.6,1382.8,968.3
5.15,86.6,26.5,26.6,5.5,28.9,5642.4,4897.4
5.24,89.0,36.9,64.3,35.1,28.9,2857.8,2757.5
5.31,34.0,69.3,22.9,31.1,39.6,1234.3,810.8
6.05,66.0,47.3,41.4,8.7,21.9,5455.4,5412.5
4.7,33.3,8.4,15.4,48.5,20.0,2985.5,2728.8
6.09,30.3,65.1,75.5,32.8,28.7,5332.9,5032.4
6.55,11.9,9.1,53.1,34.3,34.8,5245.9,4398.3
6.43,61.9,75.1,87.7,43.4,38.1,4208.7,3794.0
6.03,23.5,20.9,85.4,20.2,34.1,5664.2,4269.2
7.86,11.1,41.6,89.9,30.1,22.8,4486.2,4537.8
5.08,19.4,10.4,18.1,30.9,29.0,2719.8,2418.8
6.52,38.2,47.1,58.5,48.5,35.7,5404.7,4812.5
4.75,70.2,42.3,42.6,10.9,24.7,4534.8,4403.8
4.78,28.2,35.8,52.6,39.2,16.5,1076.4,873.1
6.8,89.9,7.7,34.7,30.9,15.1,6409.9,5069.3
6.76,36.0,70.9,13.8,43.0,10.0,4273.9,3476.1
8.01,39.8,65.2,66.6,42.4,31.5,6211.8,5783.8
6.73,29.6,52.5,87.3,5.5,13.3,6296.4,4949.0
8.34,32.8,47.9,52.6,16.5,17.3,3669.8,2893.5
4.69,16.7,57.1,36.4,13.1,18.9,4046.0,3302.9
4.89,36.5,15.8,85.1,25.8,26.8,3494.5,3489.0
4.68,87.4,74.9,39.2,45.7,21.9,3696.6,3191.7
5.24,72.0,26.4,83.2,5.2,30.2,6370.9,5906.8
6.67,88.8,54.2,78.5,27.0,11.7,5728.9,4128.3
7.08,19.4,50.5,52.3,44.8,13.7,1759.2,1477.7
4.68,51.0,52.7,64.1,46.7,25.0,4661.8,4556.2
8.28,30.6,70.9,66.0,34.6,20.1,6975.4,6450.6
7.87,74.9,27.2,61.3,42.3,18.9,4573.3,3778.4
5.69,97.3,61.2,22.9,19.6,12.0,5715.2,4348.3
4.81,83.4,49.9,65.4,17.9,36.9,5614.4,4454.0
5.18,13.2,10.7,10.3,7.2,30.8,3101.9,2521.3
5.01,38.5,36.1,66.8,27.6,13.6,3231.1,2250.1
4.99,12.6,67.8,54.4,25.5,12.0,5344.5,3505.3
6.57,13.6,28.7,30.8,21.7,39.2,3999.9,3004.5
5.48,17.2,41.2,74.3,10.1,30.4,4423.4,3502.7
5.93,34.9,41.6,42.4,15.4,22.5,5277.4,4586.9
8.46,37.4,51.4,48.9,14.2,31.1,5665.5,4569.2
7.24,46.0,71.3,12.2,47.5,32.7,2629.1,2220.3
8.3,46.4,18.0,42.1,48.5,33.4,1880.8,1466.4
5.07,79.4,42.8,23.4,5.2,24.3,2750.8,2552.7
6.03,22.7,36.8,32.1,12.7,22.9,4045.2,3674.4
6.72,24.2,27.2,30.2,45.0,10.3,3052.8,2169.9
4.81,66.4,74.0,13.7,6.7,37.8,4410.2,3083.1
4.52,61.5,5.6,46.8,47.5,28.1,1320.8,1171.2
7.18,23.9,14.2,51.8,22.1,16.1,4058.5,3053.3
7.07,86.7,60.0,55.7,29.2,37.6,3207.9,2626.8
6.14,39.6,24.8,47.0,39.4,37.4,4208.0,3405.2
6.46,43.0,59.2,79.6,16.0,39.7,3535.2,2469.8
6.16,47.8,67.4,13.0,9.5,36.2,2705.4,2141.4
4.6,39.0,24.1,59.1,41.4,39.9,6424.6,4833.3
5.84,60.2,19.4,79.3,49.3,17.3,2108.6,2098.4
5.21,45.0,15.9,13.3,34.6,35.3,5088.2,4011.5
4.89,33.3,20.0,49.7,42.1,34.7,6547.9,4819.9
8.33,91.4,25.0,57.1,47.4,16.9,4232.0,3565.0
6.9,37.8,70.2,25.3,15.3,13.0,6258.5,4366.4
7.41,72.9,62.8,30.2,20.8,39.4,1749.1,1235.1
5.76,41.3,5.1,72.8,14.9,18.9,3962.7,3730.5
6.07,49.2,70.6,55.4,7.8,36.1,3742.2,2922.5
5.45,31.2,10.9,35.3,38.0,10.1,1048.7,748.8
4.89,77.7,54.1,71.2,11.6,10.6,3659.5,2343.0
5.22,76.3,16.4,69.7,9.2,24.0,3214.2,2746.2
7.69,12.0,9.7,37.6,21.1,17.2,5018.8,4473.3
7.21,15.4,62.0,49.1,7.7,30.7,6630.0,5573.0
6.69,93.0,40.0,63.2,13.1,27.0,1514.7,1446.5
6.4,90.0,49.9,37.5,8.1,12.3,2964.9,2307.9
8.19,55.5,36.9,60.3,44.5,14.9,3664.4,3096.0
4.79,54.4,10.0,30.1,40.1,21.6,3731.1,3242.5
5.62,83.1,60.5,33.4,43.7,15.6,5648.9,4887.4
5.9,22.5,66.5,34.9,44.1,33.8,3660.4,3086.5
7.63,68.8,8.1,84.9,47.5,22.5,1163.0,1154.7
8.47,52.8,33.2,76.7,13.4,12.8,5260.6,3477.2
5.46,76.9,46.8,55.2,45.5,24.5,6309.0,6607.5
8.0,12.7,50.4,55.1,28.6,12.7,4083.4,2738.5
7.82,63.3,48.4,14.5,12.5,13.9,4486.7,3574.0
5.4,60.1,57.0,62.0,34.5,17.2,1977.6,1763.8
6.1,85.7,77.5,36.2,19.7,35.8,2323.9,2071.1
6.14,70.9,34.3,59.0,7.1,37.7,2411.0,1851.0
8.41,89.2,46.7,77.2,8.5,34.8,3584.5,2554.3
5.22,89.9,57.4,13.6,24.1,20.0,6568.9,5859.5
7.7,46.7,49.4,58.6,42.2,18.2,4130.7,3805.8
5.84,22.4,34.0,55.1,19.0,26.5,2152.6,2037.4
7.42,66.7,51.8,26.5,39.5,31.7,2596.5,2361.1
6.18,88.6,53.8,61.7,7.5,39.8,3304.1,2222.7
6.81,16.7,48.9,54.4,22.7,13.9,4739.6,4006.2
7.83,60.2,20.4,71.4,10.7,11.5,3640.2,2767.3
7.72,20.3,42.9,18.8,43.9,30.8,3354.7,2886.5
7.97,12.4,71.3,45.5,48.6,35.0,4388.4,3797.3
4.74,71.2,70.1,89.8,19.7,35.4,2451.0,1750.1
7.27,71.4,61.3,65.1,49.5,30.4,1473.4,1354.2
5.06,64.1,57.3,64.7,38.9,38.6,1146.5,847.2
6.16,87.3,16.5,35.4,5.1,25.3,2507.6,2431.0
6.69,17.3,39.5,17.5,26.8,37.4,1549.6,1227.6
6.11,19.5,13.3,86.0,42.5,39.0,3018.0,2343.8
6.58,87.8,66.3,18.4,29.0,35.4,5637.6,4392.3
8.49,55.3,26.8,89.4,29.7,19.3,5297.8,4219.6
5.04,34.6,62.5,20.1,25.1,15.9,4665.6,3380.6
7.2,76.4,66.1,23.7,22.8,26.4,6115.0,6638.4
6.08,90.5,71.9,34.7,6.2,23.6,2692.4,2732.2
5.03,72.1,61.5,51.0,33.0,36.3,6310.3,5279.0
5.13,81.3,47.4,73.2,39.5,13.0,3395.4,2687.6
8.3,35.4,49.9,87.7,40.6,17.7,3405.4,2736.0
8.02,36.0,29.0,38.7,33.1,32.6,3432.1,2927.4
8.13,87.8,18.3,11.6,20.4,12.8,1588.6,1148.5
8.47,65.3,14.8,59.3,6.0,19.6,6852.9,5502.4
5.33,31.1,18.7,66.9,45.3,21.6,1831.0,1708.7
5.92,57.2,75.0,41.8,24.3,28.7,3045.3,3009.6
7.18,71.7,17.3,24.7,32.1,14.7,2915.8,2433.4
6.44,29.7,59.3,34.5,13.8,35.8,1448.1,1082.8
6.17,68.9,18.8,62.5,11.4,23.4,1913.6,1999.0
5.93,13.8,78.1,49.5,8.9,37.5,1269.2,972.6
6.88,37.3,32.5,69.5,40.9,24.0,2754.4,2907.5
6.8,70.7,35.9,27.5,34.1,18.3,6199.9,5963.6
5.15,23.4,35.3,77.4,33.0,14.3,3036.7,2221.8
6.39,30.0,66.2,22.5,46.4,10.1,1742.2,1442.9
6.71,89.1,21.4,36.4,12.1,26.0,4874.2,4655.8
6.78,70.7,67.3,57.3,12.7,13.2,6979.6,5256.4
5.34,54.9,54.3,68.9,13.5,21.8,2393.9,2346.0
7.47,29.0,21.5,31.3,24.1,27.7,2677.4,2413.1
4.6,40.7,9.9,85.8,44.3,18.3,6831.1,6257.4
5.92,61.7,63.1,66.5,44.7,15.3,2072.7,1748.5
7.62,24.0,21.4,27.4,31.6,33.2,4067.3,3398.1
6.76,53.4,71.7,68.1,34.6,38.4,2437.9,1825.6
5.54,46.8,14.7,65.7,45.4,13.0,6594.1,5467.9
7.28,52.9,51.2,70.2,33.1,14.7,6889.1,5327.5
6.77,19.5,56.9,83.3,15.3,38.8,5888.2,4738.3
7.68,19.6,54.3,66.9,36.7,11.1,2888.7,2068.8
7.44,96.8,28.7,38.2,39.6,39.3,3420.9,2536.5
6.94,98.1,70.7,73.2,33.6,10.1,2453.8,1692.1
6.45,48.4,62.7,65.7,17.3,36.2,6344.5,5664.6
5.03,81.0,43.3,55.9,23.0,19.2,6487.3,6021.1
5.55,69.0,50.2,38.3,26.2,38.2,3513.2,2596.5
6.18,20.5,47.5,83.7,11.5,19.5,4939.2,4842.5
6.9,36.7,76.0,51.0,25.4,29.6,1993.3,2053.7
6.55,38.2,72.2,60.2,12.3,12.4,3609.6,2821.1
5.65,63.6,22.7,43.2,27.5,17.3,4789.0,3888.8
4.53,62.2,24.7,72.5,7.3,33.2,3312.4,2555.7
6.48,93.1,78.6,37.3,47.7,25.9,3145.6,3361.7
5.64,81.1,22.7,74.9,16.1,37.8,1006.0,745.2
7.44,87.1,76.5,18.6,26.0,22.9,5825.8,6179.3
4.6,90.2,53.7,66.7,6.5,36.1,6336.0,4442.7
6.84,82.1,8.8,48.2,13.7,23.5,6816.8,7170.8
8.27,40.0,30.2,65.9,36.2,39.4,5315.6,4047.2
5.2,29.4,40.7,52.5,10.0,38.8,4292.8,3145.1
6.39,61.5,67.5,20.7,33.3,19.9,2615.7,2531.5
4.87,72.1,29.6,48.2,5.1,36.6,6995.8,5091.4
7.0,44.8,28.3,87.2,25.9,35.4,4538.5,3974.3
6.7,86.4,74.0,70.4,37.5,16.3,5086.9,4214.2
6.13,96.5,10.9,34.0,46.7,28.7,5094.4,5348.3
6.59,61.2,46.4,85.5,27.2,12.2,6071.5,4883.3
8.09,51.1,42.8,72.3,42.8,35.1,1058.0,840.0
5.29,85.9,9.3,39.2,41.1,15.2,2321.5,2011.4
4.59,12.2,11.6,58.3,18.3,12.1,4993.2,3270.7
7.95,21.6,33.6,44.1,44.4,22.0,6370.9,6494.4
6.81,86.1,15.1,17.7,33.8,27.3,5112.0,5322.7
8.06,75.9,40.9,74.5,9.7,35.6,3480.9,2692.9
6.89,47.5,50.7,25.3,47.3,39.2,3169.3,2454.3
7.74,90.0,56.9,46.6,13.0,23.2,5427.7,4855.4
6.22,41.6,46.0,66.2,26.2,11.8,5447.4,4305.8
7.5,67.0,33.5,84.6,26.0,32.5,4642.3,4208.9
8.15,67.1,14.7,15.0,33.1,27.0,2748.8,2314.3
6.79,26.6,23.6,41.5,34.9,23.4,6550.9,6455.1
5.22,35.6,36.5,59.2,15.5,19.3,4311.3,3944.1
5.58,92.4,74.3,72.3,20.9,25.1,5743.0,6070.5
5.29,26.5,20.2,83.7,11.5,20.2,2285.8,2037.2
5.49,25.6,36.0,10.0,10.7,32.7,3064.2,2339.0
5.73,53.2,59.9,60.2,42.1,26.3,6247.5,6633.0
6.72,18.3,57.9,10.6,38.8,36.3,1300.6,1123.7
6.85,90.5,77.4,73.0,24.9,26.3,4073.9,4169.3
6.21,19.0,19.3,22.0,9.3,17.1,3890.2,3017.6
6.96,65.5,6.2,81.6,25.2,35.5,5507.4,4132.8
4.83,40.6,29.2,22.4,18.3,26.7,2691.4,2450.5
4.85,82.4,16.2,71.1,40.0,16.2,2314.4,1993.4
5.19,63.1,46.1,33.1,9.3,28.7,6556.8,5423.5
6.57,44.9,72.4,54.6,25.3,20.7,4430.3,4243.8
5.36,98.5,56.6,58.7,31.6,35.3,1628.1,1354.5
5.63,16.0,15.2,26.5,49.4,23.6,2158.2,2016.3
6.1,62.0,13.7,33.9,9.0,31.8,6993.0,5726.2
7.75,99.1,73.4,18.6,10.1,12.9,2173.7,1645.5
4.56,72.2,41.6,10.4,49.5,21.9,4662.9,4551.8
7.1,76.6,74.3,29.2,23.3,39.5,3520.8,2657.7
7.18,12.9,60.2,51.3,38.5,34.3,6313.6,5590.8
7.69,11.9,79.5,67.1,40.3,14.8,5531.0,4610.4
8.23,13.2,70.3,73.5,19.2,18.3,4581.7,4063.9
4.58,99.3,36.1,15.6,14.6,19.9,1064.4,956.4
5.12,98.2,61.9,31.8,17.4,29.5,6278.8,5963.9
8.04,40.1,40.3,71.6,39.4,32.7,3668.0,3173.2
6.33,36.2,22.5,48.5,42.8,32.5,6589.5,6608.6
6.76,23.1,23.1,24.6,36.5,25.3,3973.2,3741.8
7.15,39.6,34.8,41.4,24.9,34.3,5165.3,4006.6
7.22,43.3,13.4,31.6,16.8,23.1,1415.8,1425.9
8.23,77.3,18.3,14.1,24.1,13.7,5470.9,4306.3
8.49,88.0,42.5,71.1,46.2,26.9,3028.0,3133.9
7.38,77.2,76.5,33.3,43.8,38.6,3108.2,2586.9
5.65,68.2,48.3,85.6,19.6,33.8,1711.9,1418.2
8.02,78.9,35.6,81.1,19.8,27.4,1881.1,1914.1
4.7,76.5,23.2,67.3,40.1,29.4,2114.6,1815.0
5.42,52.8,19.7,36.1,24.2,37.9,2969.2,2368.1
8.09,40.2,54.4,32.4,30.8,22.9,6351.8,6032.1
5.52,35.5,68.6,48.0,24.0,19.9,3209.6,2707.9
5.38,71.1,34.9,38.4,15.9,39.3,5346.2,3922.8
5.05,96.3,46.3,82.1,13.5,35.9,1496.5,1104.5
7.94,62.3,58.0,19.9,11.3,19.7,4546.6,3662.7
6.5,92.1,9.4,68.0,5.5,23.9,3891.3,3648.1
7.2,11.3,31.3,58.9,17.6,22.5,6867.7,5868.1
5.46,81.5,59.7,74.5,12.7,14.5,6077.2,5061.8
7.53,86.8,56.3,53.4,16.6,38.7,3729.0,2710.1
7.54,66.8,9.0,60.4,8.4,22.1,5650.9,5646.4
5.75,94.1,22.8,87.0,20.4,36.3,2158.2,1697.6
6.14,63.1,56.0,17.4,28.4,15.7,4374.0,3972.1
5.34,31.6,25.4,18.4,47.5,26.4,1447.7,1567.8
8.41,29.4,66.1,41.5,20.6,10.7,3088.5,1888.7
7.08,60.0,7.2,47.8,6.4,32.9,2355.2,1791.5
8.24,91.6,19.3,26.0,21.3,27.4,5313.5,4694.4
5.71,16.5,26.1,16.6,41.8,28.8,3940.5,3997.2
7.63,64.4,74.4,11.8,20.3,11.6,5506.4,4266.4
7.56,79.3,64.7,71.2,18.1,16.3,4091.8,3326.2
7.27,20.4,71.3,48.8,46.4,12.2,1518.9,1125.6
8.36,20.5,38.0,77.5,18.4,18.7,5412.2,4740.8
6.07,43.0,66.7,38.9,48.7,28.8,5999.4,6136.4
5.02,34.6,69.0,66.3,42.5,27.0,6421.2,5712.4
7.19,27.8,35.0,49.1,35.8,28.4,4432.0,4527.3
7.42,27.9,79.6,59.0,31.9,26.5,5521.5,6026.0
6.8,21.8,68.8,39.6,15.1,18.2,5512.3,4402.9
5.33,65.0,78.1,16.5,37.9,17.3,1934.5,1608.9
6.52,71.9,70.0,85.8,20.6,14.1,1985.3,1777.4
5.75,73.3,63.2,76.9,26.9,35.5,1425.3,1196.8
6.21,57.9,75.8,35.0,9.7,28.5,2919.5,3038.9
7.08,95.8,36.5,86.7,18.3,15.6,3841.1,3507.7
7.48,89.2,63.8,34.0,28.8,15.3,6987.4,5417.3
5.43,96.2,21.0,45.4,26.1,36.2,3586.0,2908.3
6.12,45.0,60.0,70.4,20.5,32.3,5357.5,4901.3
5.58,89.0,63.9,34.7,26.2,29.8,5160.4,4414.8
5.29,78.7,58.7,36.0,38.5,22.2,2226.9,1988.6
7.63,40.6,68.7,42.8,25.7,17.9,1351.0,1178.4
8.14,19.6,36.0,47.5,27.8,39.4,4276.0,2879.0
5.98,71.4,45.9,19.9,36.6,33.9,5201.8,4540.7
7.51,22.3,5.8,11.4,42.9,19.1,6989.5,5878.1
8.09,36.4,16.0,83.5,28.7,35.4,3151.7,2471.3
7.88,55.0,53.3,38.3,47.7,32.8,6378.2,5418.5
5.23,71.2,47.2,18.1,20.9,18.9,3291.6,3054.5
8.33,93.4,19.8,70.7,16.4,22.8,5136.5,4518.3
6.01,63.4,23.3,33.6,36.2,15.6,4589.5,4193.2
5.86,70.4,30.8,24.5,12.9,13.3,1317.9,981.6
4.75,37.9,58.7,87.0,45.5,31.7,1470.3,1316.1
6.44,71.9,50.7,83.6,22.4,18.0,1124.6,991.2
4.94,49.4,10.2,18.5,36.4,34.6,3225.0,2703.3
5.49,87.1,62.0,81.9,30.7,39.9,5474.8,4290.2
5.77,45.3,24.7,81.3,7.4,12.3,2036.5,1591.5
7.74,52.1,55.4,60.7,36.9,24.2,4635.1,4801.4
8.0,48.9,14.3,52.4,40.6,34.1,2733.0,2148.8
5.71,83.0,79.8,27.4,49.2,33.7,5782.0,5303.9
7.93,95.8,11.0,19.7,23.7,32.8,5790.4,5201.8
7.93,39.5,60.6,58.5,27.6,20.5,5652.5,5256.4
7.56,52.8,45.6,75.8,44.4,23.6,4149.0,4624.9
5.09,73.5,11.4,65.1,17.1,27.8,2707.4,2383.0
7.26,90.6,7.0,24.5,13.5,39.2,5856.7,4430.4
8.28,54.4,32.2,33.2,11.0,19.8,2116.6,1841.4
7.23,19.8,65.2,53.7,49.0,37.7,2738.6,2318.0
5.83,43.2,8.1,60.0,17.2,18.1,2103.7,1883.7
6.5,59.5,57.8,15.8,39.1,39.7,5045.3,3847.0
7.08,47.6,54.2,59.1,25.2,30.1,5117.4,4927.6
6.54,26.8,24.9,68.9,15.8,23.9,4915.1,5375.9
4.98,13.3,10.8,24.5,46.1,28.4,3493.6,3163.9
5.75,71.9,73.6,29.7,25.9,18.2,1601.0,1554.6
7.71,99.3,27.5,30.7,30.5,18.2,6467.0,5132.7
7.95,92.7,13.4,85.2,15.0,13.4,4046.4,2740.5
5.05,71.5,56.1,42.6,19.6,13.4,3441.8,2585.5
8.31,85.7,21.3,52.4,38.6,20.4,4532.9,4373.9
5.82,33.0,40.7,67.9,20.4,32.9,2156.7,1745.7
7.15,66.0,8.8,39.7,27.8,28.2,1795.3,1780.5
7.51,15.5,79.5,18.4,10.1,13.1,3433.2,2550.5
7.75,73.6,38.6,62.3,43.3,35.6,2363.3,1852.6
8.28,97.3,79.9,63.4,38.2,28.0,2465.7,2262.6
5.75,87.5,33.9,30.8,39.2,38.8,6355.1,4419.5
7.93,58.1,31.1,12.8,13.0,30.1,4184.6,3583.0
5.03,81.0,73.6,63.2,27.3,15.3,3900.8,3138.4
7.32,95.0,29.7,66.3,6.2,24.2,5136.9,4802.6
7.47,29.4,37.4,12.1,19.2,29.5,6709.3,6512.7
7.21,81.4,10.9,65.5,20.7,10.8,1673.2,1295.5
5.51,34.3,76.7,85.1,46.1,10.4,6001.2,4549.7
7.99,88.9,11.4,24.3,49.7,13.9,4504.1,3594.0
5.18,18.9,62.8,51.7,32.8,17.5,1877.0,1498.4
4.71,26.0,45.4,65.7,28.3,22.9,2782.9,2657.4
7.37,74.9,9.6,28.4,24.8,24.6,3894.2,4222.1
6.4,25.7,5.1,70.1,5.8,14.1,5147.1,4342.4
7.9,24.2,75.2,79.4,41.0,30.2,2455.6,2071.6
6.03,60.0,60.7,75.2,35.2,27.9,4209.3,3870.3
